satisfaction_id,consult_id,customer_id,survey_date,csat,nps,comment
SAT1195,CON1195,C452,2024-03-30,3,6,
SAT1196,CON1196,C452,2024-12-11,5,6,빠른 처리에 매우 만족합니다.
SAT1197,CON1197,C453,2024-08-26,2,3,처리가 느렸어요.
SAT1198,CON1198,C453,2024-08-16,4,9,대체로 만족스러웠어요.
SAT1199,CON1199,C454,2024-02-11,4,4,상담사가 친절했어요.
SAT1200,CON1200,C454,2024-11-29,4,8,대체로 만족스러웠어요.
SAT1201,CON1201,C454,2024-03-10,2,3,
SAT1202,CON1202,C454,2024-10-22,2,3,
SAT1203,CON1203,C455,2024-09-30,3,2,
SAT1204,CON1204,C455,2024-10-07,2,6,처리가 느렸어요.
SAT1205,CON1205,C455,2024-09-03,3,5,
SAT1206,CON1206,C456,2024-11-01,1,5,너무 불만족스러워요.
SAT1207,CON1207,C456,2024-10-26,2,3,기대보다 별로였어요.
SAT1208,CON1208,C456,2024-10-19,4,6,대체로 만족스러웠어요.
SAT1209,CON1209,C457,2024-10-28,2,5,기대보다 별로였어요.
SAT1210,CON1210,C457,2024-04-16,2,7,처리가 느렸어요.
SAT1211,CON1211,C457,2024-07-14,1,5,너무 불만족스러워요.
SAT1212,CON1212,C458,2024-02-04,4,7,대체로 만족스러웠어요.
SAT1213,CON1213,C459,2024-07-02,4,5,
SAT1214,CON1214,C460,2024-04-06,4,6,
SAT1215,CON1215,C461,2024-06-08,2,5,기대보다 별로였어요.
SAT1216,CON1216,C461,2024-05-23,3,3,그럭저럭이에요.
SAT1217,CON1217,C461,2024-09-17,4,5,도움이 됐습니다.
SAT1218,CON1218,C461,2024-05-02,4,8,대체로 만족스러웠어요.
SAT1219,CON1219,C462,2024-10-18,4,6,상담사가 친절했어요.
SAT1220,CON1220,C463,2024-08-04,2,5,기대보다 별로였어요.
SAT1221,CON1221,C463,2024-02-24,3,7,보통이에요.
SAT1222,CON1222,C463,2024-11-03,5,10,빠른 처리에 매우 만족합니다.
SAT1223,CON1223,C464,2024-02-09,4,2,상담사가 친절했어요.
SAT1224,CON1224,C465,2024-03-27,4,6,상담사가 친절했어요.
SAT1225,CON1225,C465,2024-07-11,3,4,
SAT1226,CON1226,C465,2024-03-23,3,5,그럭저럭이에요.
SAT1227,CON1227,C465,2024-11-04,2,7,처리가 느렸어요.
SAT1228,CON1228,C466,2024-08-22,4,6,
SAT1229,CON1229,C466,2024-07-20,2,5,처리가 느렸어요.
SAT1230,CON1230,C466,2024-06-28,3,1,보통이에요.
SAT1231,CON1231,C466,2024-12-20,4,5,도움이 됐습니다.
SAT1232,CON1232,C467,2024-03-09,4,6,
SAT1233,CON1233,C467,2024-07-08,4,6,
SAT1234,CON1234,C468,2024-08-12,5,4,정말 친절하게 도와주셔서 감사해요!
SAT1235,CON1235,C468,2024-01-18,4,10,
SAT1236,CON1236,C468,2024-12-07,3,6,그럭저럭이에요.
SAT1237,CON1237,C469,2024-12-28,3,5,해결은 됐는데 시간이 좀 걸렸어요.
SAT1238,CON1238,C470,2024-07-23,5,2,
SAT1239,CON1239,C470,2024-03-02,4,2,
SAT1240,CON1240,C470,2024-06-19,4,8,대체로 만족스러웠어요.
SAT1241,CON1241,C470,2024-07-07,2,4,기대보다 별로였어요.
SAT1242,CON1242,C471,2024-09-15,4,5,상담사가 친절했어요.
SAT1243,CON1243,C472,2024-09-27,3,6,그럭저럭이에요.
SAT1244,CON1244,C472,2024-05-06,4,9,상담사가 친절했어요.
SAT1245,CON1245,C472,2024-01-19,4,7,
SAT1246,CON1246,C472,2024-03-07,2,6,처리가 느렸어요.
SAT1247,CON1247,C473,2024-11-27,4,7,
SAT1248,CON1248,C473,2024-10-11,2,6,
SAT1249,CON1249,C474,2024-07-22,4,6,대체로 만족스러웠어요.
SAT1250,CON1250,C474,2024-07-01,5,5,빠른 처리에 매우 만족합니다.
SAT1251,CON1251,C475,2024-04-30,2,7,개선이 필요한 것 같아요.
SAT1252,CON1252,C475,2024-05-23,3,8,보통이에요.
SAT1253,CON1253,C476,2024-10-20,4,4,대체로 만족스러웠어요.
SAT1254,CON1254,C476,2024-11-02,5,7,
SAT1255,CON1255,C476,2024-08-22,3,4,보통이에요.
SAT1256,CON1256,C476,2024-08-28,3,5,보통이에요.
SAT1257,CON1257,C477,2024-07-24,3,6,
SAT1258,CON1258,C477,2024-02-24,4,4,도움이 됐습니다.
SAT1259,CON1259,C478,2024-03-31,4,2,
SAT1260,CON1260,C478,2024-09-25,3,5,
SAT1261,CON1261,C479,2024-11-16,3,7,보통이에요.
SAT1262,CON1262,C480,2024-02-22,4,6,도움이 됐습니다.
SAT1263,CON1263,C480,2024-11-08,3,5,그럭저럭이에요.
SAT1264,CON1264,C481,2024-10-31,4,7,
SAT1265,CON1265,C482,2024-12-13,5,5,
SAT1266,CON1266,C483,2024-05-01,4,7,대체로 만족스러웠어요.
SAT1267,CON1267,C483,2024-08-21,4,7,
SAT1268,CON1268,C483,2024-08-14,2,7,기대보다 별로였어요.
SAT1269,CON1269,C485,2024-06-11,3,9,보통이에요.
SAT1270,CON1270,C485,2024-11-11,3,7,보통이에요.
SAT1271,CON1271,C487,2024-06-16,4,6,
SAT1272,CON1272,C487,2024-06-03,4,6,
SAT1273,CON1273,C487,2024-06-14,4,6,
SAT1274,CON1274,C487,2024-06-21,4,5,상담사가 친절했어요.
SAT1275,CON1275,C487,2024-06-11,2,4,기대보다 별로였어요.
SAT1276,CON1276,C488,2024-04-20,4,7,대체로 만족스러웠어요.
SAT1277,CON1277,C488,2024-06-27,2,3,
SAT1278,CON1278,C488,2024-02-06,3,6,그럭저럭이에요.
SAT1279,CON1279,C489,2024-09-14,4,5,도움이 됐습니다.
SAT1280,CON1280,C489,2024-08-14,3,4,보통이에요.
SAT1281,CON1281,C490,2024-08-26,3,4,보통이에요.
SAT1282,CON1282,C490,2024-03-31,3,2,그럭저럭이에요.
SAT1283,CON1283,C490,2024-11-12,3,5,
SAT1284,CON1284,C490,2024-02-15,4,5,상담사가 친절했어요.
SAT1285,CON1285,C491,2024-05-26,2,8,개선이 필요한 것 같아요.
SAT1286,CON1286,C491,2024-01-27,5,4,
SAT1287,CON1287,C491,2024-06-28,3,5,해결은 됐는데 시간이 좀 걸렸어요.
SAT1288,CON1288,C492,2024-12-10,2,7,기대보다 별로였어요.
SAT1289,CON1289,C492,2024-04-28,4,7,
SAT1290,CON1290,C492,2024-02-11,5,5,문제가 바로 해결됐어요. 최고입니다.
SAT1291,CON1291,C492,2024-12-31,4,6,상담사가 친절했어요.
SAT1292,CON1292,C493,2024-08-01,5,8,빠른 처리에 매우 만족합니다.
SAT1293,CON1293,C493,2024-08-07,3,4,
SAT1294,CON1294,C493,2024-08-01,4,8,
SAT1295,CON1295,C493,2024-08-28,1,3,
SAT1296,CON1296,C493,2024-08-01,3,5,그럭저럭이에요.
SAT1297,CON1297,C493,2024-09-02,2,4,
SAT1298,CON1298,C494,2024-09-04,3,6,그럭저럭이에요.
SAT1299,CON1299,C494,2024-08-16,2,5,
SAT1300,CON1300,C494,2024-08-11,5,6,빠른 처리에 매우 만족합니다.
SAT1301,CON1301,C494,2024-09-15,1,2,전혀 해결이 안 됐어요.
SAT1302,CON1302,C494,2024-09-01,1,4,전혀 해결이 안 됐어요.
SAT1303,CON1303,C494,2024-09-16,2,4,처리가 느렸어요.
SAT1304,CON1304,C494,2024-08-20,4,4,상담사가 친절했어요.
SAT1305,CON1305,C495,2024-05-19,3,9,보통이에요.
SAT1306,CON1306,C495,2024-08-31,3,6,보통이에요.
SAT1307,CON1307,C495,2024-04-05,4,5,대체로 만족스러웠어요.
SAT1308,CON1308,C496,2024-11-24,2,4,
SAT1309,CON1309,C497,2024-05-12,4,8,상담사가 친절했어요.
SAT1310,CON1310,C497,2024-02-22,3,5,
SAT1311,CON1311,C498,2024-07-30,4,8,대체로 만족스러웠어요.
SAT1312,CON1312,C498,2024-07-04,4,5,
SAT1313,CON1313,C498,2024-04-27,5,5,
SAT1314,CON1314,C498,2024-01-26,3,7,그럭저럭이에요.
SAT1315,CON1315,C499,2024-12-17,3,2,그럭저럭이에요.
SAT1316,CON1316,C499,2024-11-01,3,4,
SAT1317,CON1317,C499,2024-05-13,5,7,정말 친절하게 도와주셔서 감사해요!
SAT1318,CON1318,C499,2024-02-19,2,6,
SAT1319,CON1319,C500,2025-01-02,4,5,상담사가 친절했어요.
SAT1320,CON1320,C500,2024-02-21,4,3,도움이 됐습니다.
