consult_id,customer_id,consult_date,channel,category,duration_min,status,is_recontact,agent_id
CON1204,C455,2024-10-04,채팅,요금문의,6,미해결,N,AG16
CON1205,C455,2024-08-31,채팅,부가서비스,6,완료,N,AG15
CON1206,C456,2024-10-31,전화,장애신고,21,완료,N,AG06
CON1207,C456,2024-10-23,전화,명의변경,24,완료,N,AG14
CON1208,C456,2024-10-16,전화,장애신고,17,완료,N,AG15
CON1209,C457,2024-10-25,채팅,장애신고,13,완료,Y,AG14
CON1210,C457,2024-04-13,이메일,해지문의,,완료,N,AG05
CON1211,C457,2024-07-12,이메일,요금문의,,완료,N,AG13
CON1212,C458,2024-02-03,전화,해지문의,21,완료,N,AG04
CON1213,C459,2024-06-30,채팅,기타,11,완료,N,AG06
CON1214,C460,2024-04-03,채팅,부가서비스,10,완료,N,AG12
CON1215,C461,2024-06-05,전화,요금문의,18,완료,N,AG05
CON1216,C461,2024-05-21,이메일,명의변경,,미해결,N,AG15
CON1217,C461,2024-09-15,전화,부가서비스,19,완료,N,AG05
CON1218,C461,2024-04-29,전화,부가서비스,15,완료,Y,AG02
CON1219,C462,2024-10-17,전화,장애신고,17,완료,N,AG13
CON1220,C463,2024-08-02,이메일,부가서비스,,미해결,N,AG02
CON1221,C463,2024-02-23,채팅,장애신고,7,완료,Y,AG11
CON1222,C463,2024-10-31,전화,부가서비스,17,완료,N,AG15
CON1223,C464,2024-02-07,채팅,부가서비스,6,완료,N,AG08
CON1224,C465,2024-03-25,채팅,기타,14,완료,N,AG09
CON1225,C465,2024-07-09,앱,명의변경,5,완료,N,AG19
CON1226,C465,2024-03-20,채팅,요금문의,11,완료,Y,AG02
CON1227,C465,2024-11-02,이메일,해지문의,,재문의,N,AG02
CON1228,C466,2024-08-19,전화,기타,27,완료,N,AG09
CON1229,C466,2024-07-17,앱,기타,5,완료,Y,AG18
CON1230,C466,2024-06-27,이메일,부가서비스,,미해결,N,AG17
CON1231,C466,2024-12-17,전화,장애신고,11,완료,Y,AG20
CON1232,C467,2024-03-07,채팅,기타,6,완료,N,AG07
CON1233,C467,2024-07-07,전화,장애신고,27,완료,N,AG16
CON1234,C468,2024-08-11,전화,요금문의,17,완료,N,AG02
CON1235,C468,2024-01-17,앱,장애신고,8,완료,N,AG17
CON1236,C468,2024-12-06,앱,해지문의,6,완료,Y,AG05
CON1237,C469,2024-12-25,채팅,요금문의,7,완료,Y,AG20
CON1238,C470,2024-07-22,전화,장애신고,16,미해결,Y,AG06
CON1239,C470,2024-02-29,채팅,장애신고,14,완료,Y,AG06
CON1240,C470,2024-06-16,전화,요금문의,10,재문의,N,AG13
CON1241,C470,2024-07-04,채팅,요금문의,10,미해결,N,AG13
CON1242,C471,2024-09-13,채팅,부가서비스,5,완료,N,AG08
CON1243,C472,2024-09-24,앱,장애신고,11,완료,N,AG02
CON1244,C472,2024-05-04,전화,해지문의,23,완료,N,AG02
CON1245,C472,2024-01-18,전화,해지문의,20,완료,N,AG11
CON1246,C472,2024-03-05,이메일,부가서비스,,완료,Y,AG15
CON1247,C473,2024-11-24,채팅,장애신고,9,미해결,N,AG03
CON1248,C473,2024-10-10,이메일,요금문의,,미해결,Y,AG13
CON1249,C474,2024-07-19,전화,요금문의,16,완료,N,AG19
CON1250,C474,2024-06-28,채팅,해지문의,4,재문의,N,AG11
CON1251,C475,2024-04-27,채팅,요금문의,12,재문의,N,AG03
CON1252,C475,2024-05-20,전화,장애신고,21,완료,Y,AG10
CON1253,C476,2024-10-19,전화,장애신고,20,재문의,N,AG07
CON1254,C476,2024-10-30,전화,요금문의,14,완료,Y,AG13
CON1255,C476,2024-08-19,이메일,요금문의,,완료,N,AG05
CON1256,C476,2024-08-26,전화,장애신고,7,완료,N,AG12
CON1257,C477,2024-07-21,전화,부가서비스,9,완료,N,AG02
CON1258,C477,2024-02-21,전화,요금문의,21,재문의,N,AG10
CON1259,C478,2024-03-29,채팅,요금문의,5,완료,N,AG15
CON1260,C478,2024-09-23,채팅,해지문의,4,완료,N,AG20
CON1261,C479,2024-11-13,이메일,해지문의,,미해결,N,AG03
CON1262,C480,2024-02-19,전화,명의변경,16,완료,N,AG01
CON1263,C480,2024-11-06,전화,요금문의,14,완료,N,AG03
CON1264,C481,2024-10-29,전화,장애신고,19,완료,N,AG11
CON1265,C482,2024-12-12,앱,장애신고,8,미해결,N,AG03
CON1266,C483,2024-04-28,채팅,장애신고,5,완료,N,AG09
CON1267,C483,2024-08-18,전화,장애신고,19,재문의,N,AG14
CON1268,C483,2024-08-13,채팅,요금문의,17,미해결,Y,AG05
CON1269,C485,2024-06-09,전화,기타,19,완료,N,AG03
CON1270,C485,2024-11-09,채팅,장애신고,8,미해결,N,AG11
CON1271,C487,2024-06-14,채팅,부가서비스,12,완료,N,AG20
CON1272,C487,2024-05-31,이메일,해지문의,,미해결,N,AG08
CON1273,C487,2024-06-11,채팅,기타,8,완료,N,AG18
CON1274,C487,2024-06-18,전화,해지문의,7,재문의,N,AG08
CON1275,C487,2024-06-10,채팅,명의변경,7,완료,N,AG02
CON1276,C488,2024-04-18,채팅,해지문의,13,미해결,Y,AG09
CON1277,C488,2024-06-26,앱,해지문의,6,완료,N,AG04
CON1278,C488,2024-02-04,앱,해지문의,7,완료,Y,AG19
CON1279,C489,2024-09-11,채팅,요금문의,6,완료,N,AG17
CON1280,C489,2024-08-11,채팅,요금문의,13,미해결,N,AG01
CON1281,C490,2024-08-25,채팅,요금문의,10,완료,N,AG04
CON1282,C490,2024-03-28,채팅,해지문의,10,재문의,Y,AG05
CON1283,C490,2024-11-11,채팅,장애신고,8,재문의,N,AG09
CON1284,C490,2024-02-12,앱,명의변경,8,완료,N,AG07
CON1285,C491,2024-05-24,이메일,해지문의,,완료,N,AG19
CON1286,C491,2024-01-24,이메일,요금문의,,미해결,Y,AG15
CON1287,C491,2024-06-25,전화,부가서비스,23,완료,N,AG11
CON1288,C492,2024-12-07,채팅,요금문의,5,완료,N,AG09
CON1289,C492,2024-04-27,채팅,기타,10,재문의,N,AG01
CON1290,C492,2024-02-08,전화,부가서비스,22,완료,N,AG17
CON1291,C492,2024-12-30,채팅,요금문의,0,완료,N,AG19
CON1292,C493,2024-07-31,전화,명의변경,16,완료,N,AG01
CON1293,C493,2024-08-06,채팅,장애신고,11,완료,N,AG16
CON1294,C493,2024-07-29,전화,부가서비스,18,완료,N,AG14
CON1295,C493,2024-08-26,이메일,해지문의,,재문의,N,AG13
CON1296,C493,2024-07-31,채팅,해지문의,8,미해결,Y,AG10
CON1297,C493,2024-08-30,전화,기타,19,완료,N,AG05
CON1298,C494,2024-09-03,전화,해지문의,29,재문의,N,AG01
CON1299,C494,2024-08-15,이메일,요금문의,,미해결,N,AG14
CON1300,C494,2024-08-10,전화,요금문의,20,완료,N,AG08
CON1301,C494,2024-09-13,앱,요금문의,5,완료,N,AG01
CON1302,C494,2024-08-30,이메일,부가서비스,,완료,N,AG11
CON1303,C494,2024-09-13,채팅,해지문의,11,재문의,N,AG18
CON1304,C494,2024-08-18,앱,장애신고,5,완료,N,AG02
CON1305,C495,2024-05-17,전화,요금문의,20,재문의,N,AG18
CON1306,C495,2024-08-30,채팅,부가서비스,12,재문의,N,AG07
CON1307,C495,2024-04-03,전화,명의변경,13,완료,N,AG12
CON1308,C496,2024-11-22,이메일,장애신고,,미해결,N,AG13
CON1309,C497,2024-05-09,전화,해지문의,13,완료,Y,AG05
CON1310,C497,2024-02-20,앱,기타,9,완료,N,AG03
CON1311,C498,2024-07-28,전화,장애신고,12,재문의,Y,AG20
CON1312,C498,2024-07-03,채팅,해지문의,1,완료,N,AG07
CON1313,C498,2024-04-25,채팅,장애신고,7,완료,N,AG09
CON1314,C498,2024-01-24,채팅,명의변경,4,완료,N,AG01
CON1315,C499,2024-12-14,이메일,기타,,미해결,Y,AG12
CON1316,C499,2024-10-29,이메일,기타,,재문의,Y,AG05
CON1317,C499,2024-05-11,전화,요금문의,7,완료,N,AG19
CON1318,C499,2024-02-16,전화,요금문의,14,완료,Y,AG05
CON1319,C500,2024-12-30,전화,요금문의,21,완료,N,AG05
CON1320,C500,2024-02-20,채팅,기타,8,미해결,N,AG02
