usage_id,customer_id,year_month,data_gb,call_min,billing_amount,service_count,app_login_count
U04632,C386,2024-12,6.28,94,40108,0,2
U04633,C387,2024-01,3.61,207,30487,0,10
U04634,C387,2024-02,1.64,180,30795,3,5
U04635,C387,2024-03,8.87,151,35209,3,4
U04636,C387,2024-04,7.29,208,32919,0,9
U04637,C387,2024-05,7.85,99,24831,3,9
U04638,C387,2024-06,4.19,122,33366,3,7
U04639,C387,2024-07,1.19,114,30864,1,7
U04640,C387,2024-08,5.54,188,38658,1,4
U04641,C387,2024-09,8.11,117,32380,3,8
U04642,C387,2024-10,8.22,160,33382,2,7
U04643,C387,2024-11,9.69,179,31842,0,3
U04644,C387,2024-12,3.85,182,29085,0,10
U04645,C388,2024-01,84.78,307,87266,2,7
U04646,C388,2024-02,53.95,394,86821,0,15
U04647,C388,2024-03,58.53,378,88161,2,20
U04648,C388,2024-04,57.41,406,88177,2,25
U04649,C388,2024-05,32.27,256,93385,6,9
U04650,C388,2024-06,87.48,188,93277,3,17
U04651,C388,2024-07,54.96,203,83594,1,20
U04652,C388,2024-08,59.57,416,94213,5,19
U04653,C388,2024-09,61.34,371,76898,3,12
U04654,C388,2024-10,57.75,207,86471,6,20
U04655,C388,2024-11,88.96,234,90115,4,19
U04656,C388,2024-12,58.58,245,91368,6,22
U04657,C389,2024-01,69.9,166,77559,5,15
U04658,C389,2024-02,31.73,160,76568,4,11
U04659,C389,2024-03,46.71,310,74033,3,16
U04660,C389,2024-04,50.82,342,99083,3,14
U04661,C389,2024-05,48.16,204,86972,3,14
U04662,C389,2024-06,61.27,239,77170,1,14
U04663,C389,2024-07,63.36,179,84174,4,10
U04664,C389,2024-08,70.39,335,72696,5,8
U04665,C389,2024-09,31.0,332,78144,3,16
U04666,C389,2024-10,49.52,311,88572,1,22
U04667,C389,2024-11,63.89,405,85317,3,19
U04668,C389,2024-12,68.66,387,79914,6,17
U04669,C390,2024-01,4.93,176,28746,1,2
U04670,C390,2024-02,4.12,178,36220,0,2
U04671,C390,2024-03,3.15,206,29523,2,1
U04672,C390,2024-04,7.65,197,30880,1,10
U04673,C390,2024-05,5.85,129,26613,1,7
U04674,C390,2024-06,9.24,217,25034,1,8
U04675,C390,2024-07,8.92,202,31612,1,7
U04676,C390,2024-08,6.8,194,30414,1,3
U04677,C390,2024-09,8.35,225,23118,4,2
U04678,C390,2024-10,3.26,182,34651,0,7
U04679,C390,2024-11,7.83,134,32815,2,2
U04680,C390,2024-12,5.96,265,26828,1,3
U04681,C391,2024-01,13.91,268,51348,1,7
U04682,C391,2024-02,16.62,189,50376,3,9
U04683,C391,2024-03,10.74,220,54885,3,7
U04684,C391,2024-04,10.35,56,51228,2,5
U04685,C391,2024-05,10.03,240,51688,3,14
U04686,C391,2024-06,20.8,264,54868,2,18
U04687,C391,2024-07,15.59,190,43482,2,8
U04688,C391,2024-08,14.32,166,50090,0,7
U04689,C391,2024-09,13.54,173,50505,1,7
U04690,C391,2024-10,16.89,137,53932,1,15
U04691,C391,2024-11,9.59,181,47521,2,7
U04692,C391,2024-12,16.74,217,49745,3,7
U04693,C392,2024-01,21.06,107,43934,2,10
U04694,C392,2024-02,15.6,171,55608,3,10
U04695,C392,2024-03,16.62,198,46238,0,1
U04696,C392,2024-04,10.03,206,55506,3,9
U04697,C392,2024-05,13.25,219,44006,2,5
U04698,C392,2024-06,18.96,163,50317,2,10
U04699,C392,2024-07,19.42,179,46115,3,6
U04700,C392,2024-08,11.51,162,57467,3,16
U04701,C392,2024-09,14.22,228,50882,1,3
U04702,C392,2024-10,12.86,204,48251,2,9
U04703,C392,2024-11,15.28,146,44901,3,3
U04704,C392,2024-12,16.37,51,52412,3,7
U04705,C393,2024-01,8.01,173,40519,0,12
U04706,C393,2024-02,8.52,136,24801,1,9
U04707,C393,2024-03,8.79,129,28066,1,6
U04708,C393,2024-04,9.04,254,34421,3,0
U04709,C393,2024-05,7.34,76,32168,1,6
U04710,C393,2024-06,3.83,145,31639,1,8
U04711,C393,2024-07,1.49,84,39517,0,3
U04712,C393,2024-08,7.54,48,22986,0,3
U04713,C393,2024-09,0.1,265,32149,2,11
U04714,C393,2024-10,1.68,178,28722,0,7
U04715,C393,2024-11,6.13,93,36720,0,6
U04716,C393,2024-12,3.86,195,25147,1,8
U04717,C394,2024-01,29.63,186,84210,7,15
U04718,C394,2024-02,38.6,299,84928,4,10
U04719,C394,2024-03,72.19,279,93008,4,13
U04720,C394,2024-04,60.43,248,86959,5,23
U04721,C394,2024-05,37.14,257,78848,4,11
U04722,C394,2024-06,68.29,210,83827,2,15
U04723,C394,2024-07,21.58,158,70660,4,16
U04724,C394,2024-08,62.51,210,85345,6,11
U04725,C394,2024-09,84.73,357,71497,6,6
U04726,C394,2024-10,67.22,227,79955,1,11
U04727,C394,2024-11,50.07,323,81088,5,19
U04728,C394,2024-12,44.05,220,85813,2,12
U04729,C395,2024-01,15.42,129,42313,2,12
U04730,C395,2024-02,19.92,219,50237,3,11
U04731,C395,2024-03,22.93,430,46676,3,8
U04732,C395,2024-04,19.91,230,51841,0,7
U04733,C395,2024-05,16.62,205,45147,3,15
U04734,C395,2024-06,19.67,243,52670,3,10
U04735,C395,2024-07,26.34,197,44688,4,14
U04736,C395,2024-08,22.69,270,50265,2,3
U04737,C395,2024-09,12.89,259,47922,2,11
U04738,C395,2024-10,20.56,241,56941,2,12
U04739,C395,2024-11,21.96,233,56616,2,11
U04740,C395,2024-12,17.2,201,49499,2,3
U04741,C396,2024-01,4.13,207,30741,1,9
U04742,C396,2024-02,4.57,176,27658,0,10
U04743,C396,2024-03,4.12,123,32206,0,11
U04744,C396,2024-04,5.32,122,29815,1,10
U04745,C396,2024-05,6.47,80,30045,0,9
U04746,C396,2024-06,5.18,174,28632,0,3
U04747,C396,2024-07,7.95,223,33087,2,7
U04748,C396,2024-08,7.96,118,31204,2,10
U04749,C396,2024-09,5.49,204,28328,1,13
U04750,C396,2024-10,6.07,88,30426,0,8
U04751,C396,2024-11,3.27,10,23329,0,2
U04752,C396,2024-12,0.1,24,34602,0,4
U04753,C397,2024-01,37.54,237,81790,4,7
U04754,C397,2024-02,77.17,147,80105,3,12
U04755,C397,2024-03,63.1,352,89743,4,6
U04756,C397,2024-04,46.02,285,93347,4,22
U04757,C397,2024-05,71.28,178,85869,5,8
U04758,C397,2024-06,51.85,277,93537,4,17
U04759,C397,2024-07,61.56,288,83874,2,7
U04760,C397,2024-08,64.58,225,101395,0,3
U04761,C397,2024-09,56.56,217,84650,2,12
U04762,C397,2024-10,45.5,400,92385,4,4
U04763,C397,2024-11,30.83,264,80239,2,18
U04764,C397,2024-12,74.34,309,91110,6,11
U04765,C398,2024-01,20.42,199,49464,2,15
U04766,C398,2024-02,16.38,201,44340,2,13
U04767,C398,2024-03,11.66,156,48332,6,15
U04768,C398,2024-04,11.9,265,53332,3,9
U04769,C398,2024-05,18.91,227,48186,2,10
U04770,C398,2024-06,19.52,144,51504,2,10
U04771,C398,2024-07,12.09,235,52782,2,18
U04772,C398,2024-08,13.95,205,49817,5,16
U04773,C398,2024-09,21.03,297,48553,3,6
U04774,C398,2024-10,15.08,260,49978,2,10
U04775,C398,2024-11,22.05,250,50368,2,16
U04776,C398,2024-12,6.83,308,48607,2,11
U04777,C399,2024-01,7.4,140,30789,2,9
U04778,C399,2024-02,8.4,138,28174,1,11
U04779,C399,2024-03,4.62,70,31646,1,4
U04780,C399,2024-04,3.14,207,32232,1,4
U04781,C399,2024-05,5.76,150,33956,1,6
U04782,C399,2024-06,3.51,165,37188,2,9
U04783,C399,2024-07,3.99,156,35073,3,2
U04784,C399,2024-08,7.64,103,33514,1,9
U04785,C399,2024-09,6.0,181,34253,3,5
U04786,C399,2024-10,5.25,161,26271,2,9
U04787,C399,2024-11,5.74,223,31279,2,8
U04788,C399,2024-12,6.03,173,26356,2,3
U04789,C400,2024-01,70.5,349,81829,2,27
U04790,C400,2024-02,63.72,347,88036,8,12
U04791,C400,2024-03,55.58,221,76462,5,14
U04792,C400,2024-04,73.12,488,93338,8,12
U04793,C400,2024-05,51.34,280,84635,4,10
U04794,C400,2024-06,67.53,235,80461,5,22
U04795,C400,2024-07,57.87,378,93072,7,9
U04796,C400,2024-08,32.05,184,80783,2,8
U04797,C400,2024-09,48.15,403,90939,3,9
U04798,C400,2024-10,69.8,293,85975,6,25
U04799,C400,2024-11,48.19,295,79102,7,16
U04800,C400,2024-12,55.29,316,84972,2,8
U04801,C401,2024-01,7.15,89,31766,1,3
U04802,C401,2024-02,5.15,164,23604,3,1
U04803,C401,2024-03,7.02,70,31565,1,3
U04804,C401,2024-04,5.88,166,25832,2,4
U04805,C401,2024-05,6.91,223,32051,0,11
U04806,C401,2024-06,4.28,167,31829,2,4
U04807,C401,2024-07,8.71,103,30220,0,14
U04808,C401,2024-08,3.71,56,28754,1,7
U04809,C401,2024-09,8.3,141,34205,2,7
U04810,C401,2024-10,3.86,209,32594,1,2
U04811,C401,2024-11,4.23,134,28397,3,6
U04812,C401,2024-12,3.81,104,24957,0,5
U04813,C402,2024-01,6.16,110,33355,0,3
U04814,C402,2024-02,1.69,139,32994,2,9
U04815,C402,2024-03,2.88,213,32597,0,6
U04816,C402,2024-04,3.55,197,30880,0,0
U04817,C402,2024-05,5.7,157,28255,0,0
U04818,C402,2024-06,9.42,196,25274,0,4
U04819,C402,2024-07,8.41,197,28626,0,7
U04820,C402,2024-08,2.86,89,26462,1,4
U04821,C402,2024-09,0.1,146,31398,1,3
U04822,C402,2024-10,1.2,83,27928,3,0
U04823,C402,2024-11,1.37,0,34860,1,0
U04824,C402,2024-12,0.1,27,24860,2,3
U04825,C403,2024-01,11.87,198,50707,2,17
U04826,C403,2024-02,22.64,265,49394,1,12
U04827,C403,2024-03,15.39,268,49932,2,3
U04828,C403,2024-04,22.36,243,53868,1,14
U04829,C403,2024-05,19.73,239,41700,2,15
U04830,C403,2024-06,22.94,177,51799,2,12
U04831,C403,2024-07,12.37,154,51266,1,14
U04832,C403,2024-08,19.18,315,50324,0,7
U04833,C403,2024-09,18.34,166,43737,3,12
U04834,C403,2024-10,17.87,254,48693,3,18
U04835,C403,2024-11,20.63,302,49823,3,6
U04836,C403,2024-12,16.46,306,46930,1,10
U04837,C404,2024-01,5.51,175,26773,0,7
U04838,C404,2024-02,5.15,177,28781,2,7
U04839,C404,2024-03,11.7,222,32124,2,1
U04840,C404,2024-04,4.77,187,30828,0,4
U04841,C404,2024-05,11.91,213,31789,1,4
U04842,C404,2024-06,7.99,229,33709,2,8
U04843,C404,2024-07,3.32,251,29356,0,8
U04844,C404,2024-08,8.22,212,36089,1,9
U04845,C404,2024-09,7.5,137,36355,0,10
U04846,C404,2024-10,8.94,172,29804,1,10
U04847,C404,2024-11,6.79,196,28584,2,12
U04848,C404,2024-12,5.36,190,24388,2,4
U04849,C405,2024-01,8.64,110,27422,1,11
U04850,C405,2024-02,8.06,172,31997,3,5
U04851,C405,2024-03,8.92,207,27837,2,11
U04852,C405,2024-04,7.39,129,35795,2,5
U04853,C405,2024-05,4.21,93,35090,0,5
U04854,C405,2024-06,8.24,146,34047,1,9
U04855,C405,2024-07,1.74,133,32105,0,9
U04856,C405,2024-08,8.68,125,29581,3,1
U04857,C405,2024-09,7.5,137,29271,1,1
U04858,C405,2024-10,4.42,170,31142,1,11
U04859,C405,2024-11,5.14,180,33317,1,8
U04860,C405,2024-12,6.99,217,27801,1,7
U04861,C406,2024-01,13.93,155,46052,2,8
U04862,C406,2024-02,18.71,162,45081,2,9
U04863,C406,2024-03,19.47,240,47738,0,12
U04864,C406,2024-04,19.32,199,51087,4,15
U04865,C406,2024-05,11.84,200,48501,2,14
U04866,C406,2024-06,21.5,222,50967,1,13
U04867,C406,2024-07,19.15,211,55104,1,8
U04868,C406,2024-08,13.19,242,49678,2,5
U04869,C406,2024-09,16.98,244,52270,2,15
U04870,C406,2024-10,12.66,133,49236,0,12
U04871,C406,2024-11,17.12,227,51915,1,11
U04872,C406,2024-12,19.32,143,52443,3,14
U04873,C407,2024-01,10.77,265,48352,1,8
U04874,C407,2024-02,16.67,352,44635,2,8
U04875,C407,2024-03,23.44,118,49391,2,5
U04876,C407,2024-04,15.7,169,50614,0,9
U04877,C407,2024-05,14.29,170,52830,1,9
U04878,C407,2024-06,12.7,236,47992,2,6
U04879,C407,2024-07,9.14,216,51624,1,16
U04880,C407,2024-08,12.58,201,58723,2,11
U04881,C407,2024-09,18.33,247,51257,2,12
U04882,C407,2024-10,18.36,250,48202,3,14
U04883,C407,2024-11,17.68,179,50839,3,2
U04884,C407,2024-12,12.82,162,53167,3,17
U04885,C408,2024-01,0.55,114,19075,1,5
U04886,C408,2024-02,5.31,70,31179,0,9
U04887,C408,2024-03,5.61,168,28900,0,4
U04888,C408,2024-04,7.0,54,30702,1,0
U04889,C408,2024-05,4.49,161,31292,2,8
U04890,C408,2024-06,5.11,125,34218,0,7
U04891,C408,2024-07,9.2,153,37359,0,7
U04892,C408,2024-08,5.13,153,33437,1,7
U04893,C408,2024-09,6.78,144,38029,1,8
U04894,C408,2024-10,7.04,65,29596,0,9
U04895,C408,2024-11,6.67,190,28760,0,6
U04896,C408,2024-12,5.95,142,29400,0,6
U04897,C409,2024-01,8.21,187,23389,1,4
U04898,C409,2024-02,3.93,186,30102,2,8
U04899,C409,2024-03,5.97,107,29424,0,5
U04900,C409,2024-04,3.4,132,28137,0,4
U04901,C409,2024-05,4.78,192,26494,2,4
U04902,C409,2024-06,2.65,71,35501,1,8
U04903,C409,2024-07,0.62,12,30313,0,5
U04904,C409,2024-08,2.47,19,27880,0,3
U04905,C409,2024-09,0.1,11,30296,1,0
U04906,C409,2024-10,1.74,109,35340,1,0
U04907,C409,2024-11,1.43,0,26228,0,0
U04908,C409,2024-12,0.1,35,31310,0,5
U04909,C410,2024-01,8.58,89,30296,1,5
U04910,C410,2024-02,7.9,85,28896,1,8
U04911,C410,2024-03,5.81,94,24036,0,3
U04912,C410,2024-04,7.52,156,27913,2,2
U04913,C410,2024-05,6.34,238,32543,1,4
U04914,C410,2024-06,6.35,144,27279,2,9
U04915,C410,2024-07,6.29,117,34595,3,4
U04916,C410,2024-08,5.54,169,25454,3,5
U04917,C410,2024-09,10.12,130,31093,2,6
U04918,C410,2024-10,7.92,92,28467,1,5
U04919,C410,2024-11,6.3,195,26854,0,3
U04920,C410,2024-12,5.17,222,38951,2,8
U04921,C411,2024-01,67.11,230,84907,0,14
U04922,C411,2024-02,60.27,289,84322,7,16
U04923,C411,2024-03,50.84,342,85528,0,19
U04924,C411,2024-04,29.2,433,77698,4,9
U04925,C411,2024-05,79.42,189,79386,3,6
U04926,C411,2024-06,62.3,293,79234,7,16
U04927,C411,2024-07,46.83,332,88285,0,10
U04928,C411,2024-08,33.76,224,89546,3,15
U04929,C411,2024-09,68.5,414,83539,4,12
U04930,C411,2024-10,31.41,221,85950,1,18
U04931,C411,2024-11,56.48,177,83408,6,14
U04932,C411,2024-12,55.9,331,82494,7,16
U04933,C412,2024-01,48.63,242,90516,5,11
U04934,C412,2024-02,52.88,268,91859,6,14
U04935,C412,2024-03,32.92,458,77679,3,14
U04936,C412,2024-04,68.34,259,91487,7,15
U04937,C412,2024-05,64.72,221,83601,6,20
U04938,C412,2024-06,74.89,351,87290,4,19
U04939,C412,2024-07,63.47,364,91122,2,10
U04940,C412,2024-08,71.71,209,90544,4,7
U04941,C412,2024-09,47.91,377,84271,4,14
U04942,C412,2024-10,31.49,344,79502,5,25
U04943,C412,2024-11,55.9,450,85609,4,19
U04944,C412,2024-12,56.81,386,72713,6,17
U04945,C413,2024-01,4.41,130,26464,1,9
U04946,C413,2024-02,4.01,121,30067,0,7
U04947,C413,2024-03,4.03,127,31020,1,11
U04948,C413,2024-04,5.25,90,35895,3,0
U04949,C413,2024-05,5.24,68,30466,1,4
U04950,C413,2024-06,8.0,39,25565,0,5
U04951,C413,2024-07,4.49,161,28621,1,0
U04952,C413,2024-08,5.85,116,26628,1,5
U04953,C413,2024-09,6.84,54,28189,0,10
U04954,C413,2024-10,1.64,144,26532,3,13
U04955,C413,2024-11,4.24,150,28858,2,10
U04956,C413,2024-12,5.82,80,24117,1,8
U04957,C414,2024-01,55.42,283,95177,5,20
U04958,C414,2024-02,38.5,291,91965,5,20
U04959,C414,2024-03,70.52,368,89257,2,9
U04960,C414,2024-04,45.05,196,80488,5,18
U04961,C414,2024-05,48.93,155,83572,4,15
U04962,C414,2024-06,48.46,185,80269,2,22
U04963,C414,2024-07,51.29,346,74113,5,16
U04964,C414,2024-08,59.95,217,74085,0,7
U04965,C414,2024-09,64.06,300,84610,6,13
U04966,C414,2024-10,37.22,308,92403,5,6
U04967,C414,2024-11,28.56,211,85009,3,16
U04968,C414,2024-12,78.29,198,80878,8,16
U04969,C415,2024-01,56.03,274,80589,2,24
U04970,C415,2024-02,63.24,388,88925,7,14
U04971,C415,2024-03,74.01,177,80005,4,20
U04972,C415,2024-04,66.14,200,92635,8,15
U04973,C415,2024-05,56.38,364,92833,5,12
U04974,C415,2024-06,33.05,378,77728,5,21
U04975,C415,2024-07,33.89,321,87903,4,17
U04976,C415,2024-08,32.31,270,85315,5,11
U04977,C415,2024-09,65.12,261,89931,4,17
U04978,C415,2024-10,60.9,253,83061,4,13
U04979,C415,2024-11,75.09,325,86934,4,13
U04980,C415,2024-12,47.77,405,76240,4,8
U04981,C416,2024-01,16.89,256,49241,2,10
U04982,C416,2024-02,14.38,98,55537,1,15
U04983,C416,2024-03,16.97,232,46411,3,9
U04984,C416,2024-04,12.26,158,43311,2,16
U04985,C416,2024-05,15.59,180,47629,2,5
U04986,C416,2024-06,11.51,188,48621,2,3
U04987,C416,2024-07,24.81,303,53129,3,13
U04988,C416,2024-08,13.45,234,50183,2,10
U04989,C416,2024-09,11.78,212,47727,2,19
U04990,C416,2024-10,13.53,149,49268,3,4
U04991,C416,2024-11,16.35,314,51802,1,11
U04992,C416,2024-12,13.07,65,49472,2,6
U04993,C417,2024-01,4.81,97,30575,0,4
U04994,C417,2024-02,7.01,240,18329,2,8
U04995,C417,2024-03,4.87,210,38370,0,5
U04996,C417,2024-04,5.82,141,33424,3,1
U04997,C417,2024-05,6.93,141,34355,3,7
U04998,C417,2024-06,6.51,149,23737,1,5
U04999,C417,2024-07,5.03,147,23318,2,5
U05000,C417,2024-08,6.65,147,32799,2,5
U05001,C417,2024-09,8.23,168,26529,2,9
U05002,C417,2024-10,6.53,144,32515,2,11
U05003,C417,2024-11,4.87,130,24214,0,11
U05004,C417,2024-12,6.35,176,32703,0,6
U05005,C418,2024-01,56.57,260,81705,5,12
U05006,C418,2024-02,45.24,302,78439,6,14
U05007,C418,2024-03,65.16,98,77872,5,12
U05008,C418,2024-04,60.66,257,75972,5,16
U05009,C418,2024-05,29.82,182,82232,5,13
U05010,C418,2024-06,43.01,144,87853,6,8
U05011,C418,2024-07,0.1,11,81837,5,4
U05012,C418,2024-08,26.03,0,93127,1,0
U05013,C418,2024-09,27.67,54,90833,4,8
U05014,C418,2024-10,2.47,21,85339,2,3
U05015,C418,2024-11,2.47,0,92357,5,0
U05016,C418,2024-12,17.07,56,88701,5,0
U05017,C419,2024-01,12.33,88,48679,1,11
U05018,C419,2024-02,19.58,238,52575,3,6
U05019,C419,2024-03,14.97,155,52903,3,6
U05020,C419,2024-04,18.07,46,53957,2,11
U05021,C419,2024-05,19.23,245,42343,2,6
U05022,C419,2024-06,19.7,258,50559,2,9
U05023,C419,2024-07,21.55,198,52005,2,4
U05024,C419,2024-08,12.56,190,49660,3,9
U05025,C419,2024-09,10.59,194,50153,1,16
U05026,C419,2024-10,14.15,206,45929,2,13
U05027,C419,2024-11,6.56,165,54015,2,12
U05028,C419,2024-12,21.13,294,40102,2,10
U05029,C420,2024-01,24.78,262,46287,3,6
U05030,C420,2024-02,19.05,239,50132,3,8
U05031,C420,2024-03,23.1,197,50035,2,13
U05032,C420,2024-04,13.49,185,54347,2,9
U05033,C420,2024-05,17.51,122,49781,4,13
U05034,C420,2024-06,15.51,110,50633,3,11
U05035,C420,2024-07,10.16,270,51534,3,11
U05036,C420,2024-08,18.36,79,52736,3,8
U05037,C420,2024-09,15.81,139,46510,2,8
U05038,C420,2024-10,17.96,261,47148,2,9
U05039,C420,2024-11,11.41,0,57169,3,10
U05040,C420,2024-12,15.62,151,48388,3,10
U05041,C421,2024-01,61.73,313,80971,1,16
U05042,C421,2024-02,55.86,146,77705,3,21
U05043,C421,2024-03,67.27,338,78395,3,13
U05044,C421,2024-04,36.71,155,85997,7,13
U05045,C421,2024-05,43.57,301,78302,1,16
U05046,C421,2024-06,45.69,300,90866,5,21
U05047,C421,2024-07,47.25,128,90200,4,17
U05048,C421,2024-08,33.77,265,88423,2,11
U05049,C421,2024-09,67.15,297,73644,8,15
U05050,C421,2024-10,43.93,398,69914,6,17
U05051,C421,2024-11,31.37,243,79617,4,14
U05052,C421,2024-12,42.05,110,74007,2,13
U05053,C422,2024-01,4.14,86,29334,1,7
U05054,C422,2024-02,3.69,131,30600,1,7
U05055,C422,2024-03,3.75,148,24464,0,8
U05056,C422,2024-04,5.93,123,31142,1,3
U05057,C422,2024-05,6.25,141,30759,1,5
U05058,C422,2024-06,6.67,95,28763,2,4
U05059,C422,2024-07,9.19,156,32780,0,0
U05060,C422,2024-08,7.16,118,32948,2,2
U05061,C422,2024-09,6.42,130,23228,0,5
U05062,C422,2024-10,5.44,99,19692,2,9
U05063,C422,2024-11,6.62,118,32725,2,9
U05064,C422,2024-12,2.33,190,29356,2,7
U05065,C423,2024-01,8.11,186,29945,0,11
U05066,C423,2024-02,5.78,255,29504,0,5
U05067,C423,2024-03,10.01,150,23155,1,9
U05068,C423,2024-04,4.28,93,28566,2,6
U05069,C423,2024-05,6.19,199,37571,1,10
U05070,C423,2024-06,8.63,163,28055,1,10
U05071,C423,2024-07,10.09,163,29020,0,4
U05072,C423,2024-08,4.66,144,34140,1,9
U05073,C423,2024-09,7.76,129,28389,0,8
U05074,C423,2024-10,6.97,187,29879,0,7
U05075,C423,2024-11,7.17,157,26296,1,7
U05076,C423,2024-12,9.44,71,27525,2,8
U05077,C424,2024-01,4.58,192,34789,1,11
U05078,C424,2024-02,6.53,191,34805,1,7
U05079,C424,2024-03,6.58,213,37261,2,5
U05080,C424,2024-04,8.13,72,25279,2,4
U05081,C424,2024-05,8.01,91,28392,2,5
U05082,C424,2024-06,3.43,208,34712,2,0
U05083,C424,2024-07,5.01,118,26729,1,6
U05084,C424,2024-08,6.88,98,29139,0,6
U05085,C424,2024-09,5.89,48,35949,1,7
U05086,C424,2024-10,5.26,174,32093,0,6
U05087,C424,2024-11,2.46,140,38239,2,2
U05088,C424,2024-12,6.94,139,23662,0,13
U05089,C425,2024-01,51.15,216,102043,9,13
U05090,C425,2024-02,46.27,235,82141,5,9
U05091,C425,2024-03,70.45,250,73688,4,22
U05092,C425,2024-04,51.49,246,100032,4,15
U05093,C425,2024-05,36.96,256,77537,5,17
U05094,C425,2024-06,68.99,249,77732,2,19
U05095,C425,2024-07,45.18,271,84531,3,11
U05096,C425,2024-08,44.89,240,83339,5,9
U05097,C425,2024-09,63.2,193,69006,3,19
U05098,C425,2024-10,80.79,295,91142,4,18
U05099,C425,2024-11,27.06,219,83889,1,13
U05100,C425,2024-12,40.37,277,81641,2,16
U05101,C426,2024-01,14.75,188,48302,2,10
U05102,C426,2024-02,12.15,183,48100,2,8
U05103,C426,2024-03,17.42,197,47672,3,8
U05104,C426,2024-04,15.83,171,47387,2,9
U05105,C426,2024-05,13.35,218,46361,2,5
U05106,C426,2024-06,10.44,151,47029,1,13
U05107,C426,2024-07,17.73,208,49236,1,7
U05108,C426,2024-08,16.27,203,52258,0,7
U05109,C426,2024-09,9.09,104,46292,0,8
U05110,C426,2024-10,13.86,191,48326,2,10
U05111,C426,2024-11,6.95,128,51879,2,10
U05112,C426,2024-12,9.68,189,53660,2,5
U05113,C427,2024-01,7.82,210,31082,2,6
U05114,C427,2024-02,7.5,191,25298,0,8
U05115,C427,2024-03,6.84,122,30248,1,8
U05116,C427,2024-04,8.19,192,31293,1,5
U05117,C427,2024-05,6.51,269,32495,0,6
U05118,C427,2024-06,6.23,215,34207,2,0
U05119,C427,2024-07,9.28,187,26794,0,2
U05120,C427,2024-08,8.43,152,22352,0,4
U05121,C427,2024-09,7.83,196,27702,1,5
U05122,C427,2024-10,10.08,108,27579,2,6
U05123,C427,2024-11,5.82,215,29209,1,5
U05124,C427,2024-12,7.37,132,24927,1,10
U05125,C428,2024-01,8.9,207,45688,2,0
U05126,C428,2024-02,21.77,86,53017,2,10
U05127,C428,2024-03,9.28,68,50521,1,6
U05128,C428,2024-04,8.27,154,51717,1,10
U05129,C428,2024-05,16.52,170,50614,2,10
U05130,C428,2024-06,10.47,193,52956,3,13
U05131,C428,2024-07,13.46,246,47866,2,9
U05132,C428,2024-08,17.64,129,49735,2,12
U05133,C428,2024-09,16.49,129,46004,2,14
U05134,C428,2024-10,9.39,52,58981,4,14
U05135,C428,2024-11,11.21,44,52413,1,6
U05136,C428,2024-12,12.36,136,47401,1,9
U05137,C429,2024-01,17.51,293,48540,2,11
U05138,C429,2024-02,18.87,277,50994,2,17
U05139,C429,2024-03,19.72,130,49514,2,12
U05140,C429,2024-04,12.49,179,52612,1,8
U05141,C429,2024-05,16.9,217,47208,0,10
U05142,C429,2024-06,15.89,229,43529,2,7
U05143,C429,2024-07,12.15,235,45251,2,8
U05144,C429,2024-08,20.79,155,56769,1,20
U05145,C429,2024-09,20.93,157,47698,1,13
U05146,C429,2024-10,11.43,195,52666,1,9
U05147,C429,2024-11,17.49,244,48317,3,17
U05148,C429,2024-12,14.31,277,50554,1,13
U05149,C430,2024-01,21.51,133,53881,3,8
U05150,C430,2024-02,15.4,203,52032,2,10
U05151,C430,2024-03,18.79,228,52816,2,11
U05152,C430,2024-04,19.75,202,59538,2,9
U05153,C430,2024-05,18.61,226,49063,0,4
U05154,C430,2024-06,12.79,253,53864,4,12
U05155,C430,2024-07,19.24,205,56158,3,5
U05156,C430,2024-08,7.47,64,48413,3,10
U05157,C430,2024-09,11.09,155,44647,2,12
U05158,C430,2024-10,18.58,76,55863,1,6
U05159,C430,2024-11,10.92,120,47045,2,0
U05160,C430,2024-12,16.13,159,47358,2,4
U05161,C431,2024-01,55.01,248,77508,2,10
U05162,C431,2024-02,57.49,284,86393,2,11
U05163,C431,2024-03,56.17,327,91799,5,18
U05164,C431,2024-04,59.51,335,85136,6,14
U05165,C431,2024-05,25.26,328,85003,6,11
U05166,C431,2024-06,59.37,164,94104,3,9
U05167,C431,2024-07,78.63,336,88685,3,10
U05168,C431,2024-08,59.34,187,79596,3,16
U05169,C431,2024-09,44.85,235,79398,4,19
U05170,C431,2024-10,60.49,346,87704,1,13
U05171,C431,2024-11,47.9,184,77175,5,14
U05172,C431,2024-12,53.43,274,87146,3,9
U05173,C432,2024-01,19.9,256,47308,3,16
U05174,C432,2024-02,23.01,235,48369,1,9
U05175,C432,2024-03,20.95,191,53649,3,12
U05176,C432,2024-04,24.24,156,51176,2,12
U05177,C432,2024-05,17.83,185,50127,2,15
U05178,C432,2024-06,20.73,290,48704,4,5
U05179,C432,2024-07,22.6,273,50909,3,15
U05180,C432,2024-08,24.66,235,46652,1,16
U05181,C432,2024-09,17.87,212,49674,3,3
U05182,C432,2024-10,16.5,267,49438,3,13
U05183,C432,2024-11,18.96,344,50868,0,11
U05184,C432,2024-12,19.61,278,41207,4,13
U05185,C433,2024-01,51.57,258,88438,4,16
U05186,C433,2024-02,48.39,205,79261,5,8
U05187,C433,2024-03,31.91,361,100961,4,17
U05188,C433,2024-04,49.36,183,91322,1,20
U05189,C433,2024-05,72.05,177,89336,4,18
